meeting_date,item_id,item_title,member,vote
2016-02-01,15022,"THE TOWN OF VIENNA IS COMMITTED TO FULL COMPLIANCE WITH THE AMERICANS WITH DISABILITIES ACT STANDARDS. TRANSLATION SERVICES, ASSISTANCE OR ACCOMMODATION REQUESTS FROM PERSONS WITH DISABILITIES ARE TO BE REQUESTED NOT LESS THAN 3 WORKING DAYS BEFORE THE DAY OF THE EVENT. PLEASE CALL (703) 255-6304, OR 711 VIRGINIA RELAY SERVICE FOR THE HEARING IMPAIRED.",Tara Bloch,(no value recorded)
2016-01-04,14927,"Regular Minutes of December 14, 2015.",Linda Colbert,Aye
2016-01-04,14927,"Regular Minutes of December 14, 2015.",Edythe Frankel Kelleher,Aye
2016-01-04,14927,"Regular Minutes of December 14, 2015.",Pasha Majdi,Aye
2016-01-04,14927,"Regular Minutes of December 14, 2015.",Laurie DiRocco,Aye
2016-01-04,14927,"Regular Minutes of December 14, 2015.",Howard J. Springsteen,Aye
2016-01-04,14927,"Regular Minutes of December 14, 2015.",Carey J. Sienicki,Aye
2016-01-04,14927,"Regular Minutes of December 14, 2015.",Tara Bloch,Aye
2016-01-04,14917,Closed Session,Linda Colbert,Aye
2016-01-04,14917,Closed Session,Edythe Frankel Kelleher,Aye
2016-01-04,14917,Closed Session,Pasha Majdi,Aye
2016-01-04,14917,Closed Session,Laurie DiRocco,Aye
2016-01-04,14917,Closed Session,Howard J. Springsteen,Aye
2016-01-04,14917,Closed Session,Carey J. Sienicki,Aye
2016-01-04,14917,Closed Session,Tara Bloch,Aye
2016-01-04,14921,"Street Dedication Acceptance, Pleasant Street SW.",Linda Colbert,Aye
2016-01-04,14921,"Street Dedication Acceptance, Pleasant Street SW.",Edythe Frankel Kelleher,Aye
2016-01-04,14921,"Street Dedication Acceptance, Pleasant Street SW.",Pasha Majdi,Aye
2016-01-04,14921,"Street Dedication Acceptance, Pleasant Street SW.",Laurie DiRocco,Aye
2016-01-04,14921,"Street Dedication Acceptance, Pleasant Street SW.",Howard J. Springsteen,Aye
2016-01-04,14921,"Street Dedication Acceptance, Pleasant Street SW.",Carey J. Sienicki,Aye
2016-01-04,14921,"Street Dedication Acceptance, Pleasant Street SW.",Tara Bloch,Aye
2016-01-04,14922,"Purchase of two dump trucks, IFB 16-13.",Linda Colbert,Aye
2016-01-04,14922,"Purchase of two dump trucks, IFB 16-13.",Edythe Frankel Kelleher,Aye
2016-01-04,14922,"Purchase of two dump trucks, IFB 16-13.",Pasha Majdi,Aye
2016-01-04,14922,"Purchase of two dump trucks, IFB 16-13.",Laurie DiRocco,Aye
2016-01-04,14922,"Purchase of two dump trucks, IFB 16-13.",Howard J. Springsteen,Aye
2016-01-04,14922,"Purchase of two dump trucks, IFB 16-13.",Carey J. Sienicki,Aye
2016-01-04,14922,"Purchase of two dump trucks, IFB 16-13.",Tara Bloch,Aye
2016-01-04,14923,Request approval of Vienna Community Center renovation and expansion contingency fund payment to Keller Brothers.,Linda Colbert,Aye
2016-01-04,14923,Request approval of Vienna Community Center renovation and expansion contingency fund payment to Keller Brothers.,Edythe Frankel Kelleher,Aye
2016-01-04,14923,Request approval of Vienna Community Center renovation and expansion contingency fund payment to Keller Brothers.,Pasha Majdi,Aye
2016-01-04,14923,Request approval of Vienna Community Center renovation and expansion contingency fund payment to Keller Brothers.,Laurie DiRocco,Aye
2016-01-04,14923,Request approval of Vienna Community Center renovation and expansion contingency fund payment to Keller Brothers.,Howard J. Springsteen,Aye
2016-01-04,14923,Request approval of Vienna Community Center renovation and expansion contingency fund payment to Keller Brothers.,Carey J. Sienicki,Aye
2016-01-04,14923,Request approval of Vienna Community Center renovation and expansion contingency fund payment to Keller Brothers.,Tara Bloch,Aye
2015-12-14,14897,"Approval of the Minutes of the Regular Council Meeting of November 16, 2015 and the Work Session Minutes of October 26, 2015.",Linda Colbert,Aye
2015-12-14,14897,"Approval of the Minutes of the Regular Council Meeting of November 16, 2015 and the Work Session Minutes of October 26, 2015.",Edythe Frankel Kelleher,Aye
2015-12-14,14897,"Approval of the Minutes of the Regular Council Meeting of November 16, 2015 and the Work Session Minutes of October 26, 2015.",Pasha Majdi,Aye
2015-12-14,14897,"Approval of the Minutes of the Regular Council Meeting of November 16, 2015 and the Work Session Minutes of October 26, 2015.",Laurie DiRocco,Aye
2015-12-14,14897,"Approval of the Minutes of the Regular Council Meeting of November 16, 2015 and the Work Session Minutes of October 26, 2015.",Howard J. Springsteen,Aye
2015-12-14,14897,"Approval of the Minutes of the Regular Council Meeting of November 16, 2015 and the Work Session Minutes of October 26, 2015.",Carey J. Sienicki,Aye
2015-12-14,14897,"Approval of the Minutes of the Regular Council Meeting of November 16, 2015 and the Work Session Minutes of October 26, 2015.",Tara Bloch,Aye
2015-12-14,14884,Closed Session,Linda Colbert,Aye
2015-12-14,14884,Closed Session,Edythe Frankel Kelleher,Aye
2015-12-14,14884,Closed Session,Pasha Majdi,Aye
2015-12-14,14884,Closed Session,Laurie DiRocco,Aye
2015-12-14,14884,Closed Session,Howard J. Springsteen,Aye
2015-12-14,14884,Closed Session,Carey J. Sienicki,Aye
2015-12-14,14884,Closed Session,Tara Bloch,Aye
2015-12-14,14890,"Request for approval on a final plat for the proposed two-lot subdivision of existing Parcel 1, First Addition to Beulah Heights, on property located at 409 Beulah Road NE and in the RS-12.5, Single-Family Detached Residential and RS-16, Single-Family Detached Residential zones. (Recommended new addresses are 409 and 411 Beulah Road NE).",Linda Colbert,Aye
2015-12-14,14890,"Request for approval on a final plat for the proposed two-lot subdivision of existing Parcel 1, First Addition to Beulah Heights, on property located at 409 Beulah Road NE and in the RS-12.5, Single-Family Detached Residential and RS-16, Single-Family Detached Residential zones. (Recommended new addresses are 409 and 411 Beulah Road NE).",Edythe Frankel Kelleher,Aye
2015-12-14,14890,"Request for approval on a final plat for the proposed two-lot subdivision of existing Parcel 1, First Addition to Beulah Heights, on property located at 409 Beulah Road NE and in the RS-12.5, Single-Family Detached Residential and RS-16, Single-Family Detached Residential zones. (Recommended new addresses are 409 and 411 Beulah Road NE).",Pasha Majdi,Aye
2015-12-14,14890,"Request for approval on a final plat for the proposed two-lot subdivision of existing Parcel 1, First Addition to Beulah Heights, on property located at 409 Beulah Road NE and in the RS-12.5, Single-Family Detached Residential and RS-16, Single-Family Detached Residential zones. (Recommended new addresses are 409 and 411 Beulah Road NE).",Laurie DiRocco,Aye
2015-12-14,14890,"Request for approval on a final plat for the proposed two-lot subdivision of existing Parcel 1, First Addition to Beulah Heights, on property located at 409 Beulah Road NE and in the RS-12.5, Single-Family Detached Residential and RS-16, Single-Family Detached Residential zones. (Recommended new addresses are 409 and 411 Beulah Road NE).",Howard J. Springsteen,Aye
2015-12-14,14890,"Request for approval on a final plat for the proposed two-lot subdivision of existing Parcel 1, First Addition to Beulah Heights, on property located at 409 Beulah Road NE and in the RS-12.5, Single-Family Detached Residential and RS-16, Single-Family Detached Residential zones. (Recommended new addresses are 409 and 411 Beulah Road NE).",Carey J. Sienicki,Aye
2015-12-14,14890,"Request for approval on a final plat for the proposed two-lot subdivision of existing Parcel 1, First Addition to Beulah Heights, on property located at 409 Beulah Road NE and in the RS-12.5, Single-Family Detached Residential and RS-16, Single-Family Detached Residential zones. (Recommended new addresses are 409 and 411 Beulah Road NE).",Tara Bloch,Aye
2015-12-14,14894,Versailles Gallery Signage.,Linda Colbert,Aye
2015-12-14,14894,Versailles Gallery Signage.,Edythe Frankel Kelleher,Aye
2015-12-14,14894,Versailles Gallery Signage.,Pasha Majdi,Aye
2015-12-14,14894,Versailles Gallery Signage.,Laurie DiRocco,Aye
2015-12-14,14894,Versailles Gallery Signage.,Howard J. Springsteen,Aye
2015-12-14,14894,Versailles Gallery Signage.,Carey J. Sienicki,Aye
2015-12-14,14894,Versailles Gallery Signage.,Tara Bloch,Aye
2015-12-14,14896,Proposed Resolution and Requirement for Conflict of Interest Disclosure Affidavits for use by Applicants in Land Development Activity.,Linda Colbert,Aye
2015-12-14,14896,Proposed Resolution and Requirement for Conflict of Interest Disclosure Affidavits for use by Applicants in Land Development Activity.,Edythe Frankel Kelleher,Aye
2015-12-14,14896,Proposed Resolution and Requirement for Conflict of Interest Disclosure Affidavits for use by Applicants in Land Development Activity.,Pasha Majdi,Aye
2015-12-14,14896,Proposed Resolution and Requirement for Conflict of Interest Disclosure Affidavits for use by Applicants in Land Development Activity.,Laurie DiRocco,Aye
2015-12-14,14896,Proposed Resolution and Requirement for Conflict of Interest Disclosure Affidavits for use by Applicants in Land Development Activity.,Howard J. Springsteen,Aye
2015-12-14,14896,Proposed Resolution and Requirement for Conflict of Interest Disclosure Affidavits for use by Applicants in Land Development Activity.,Carey J. Sienicki,Aye
2015-12-14,14896,Proposed Resolution and Requirement for Conflict of Interest Disclosure Affidavits for use by Applicants in Land Development Activity.,Tara Bloch,Aye
2015-12-14,14889,Salt Brine Memorandum of Understanding.,Linda Colbert,Aye
2015-12-14,14889,Salt Brine Memorandum of Understanding.,Edythe Frankel Kelleher,Aye
2015-12-14,14889,Salt Brine Memorandum of Understanding.,Pasha Majdi,Aye
2015-12-14,14889,Salt Brine Memorandum of Understanding.,Laurie DiRocco,Aye
2015-12-14,14889,Salt Brine Memorandum of Understanding.,Howard J. Springsteen,Aye
2015-12-14,14889,Salt Brine Memorandum of Understanding.,Carey J. Sienicki,Aye
2015-12-14,14889,Salt Brine Memorandum of Understanding.,Tara Bloch,Aye
2015-12-14,14891,"Request to award IFB 16-09, Maple Ave Paving Contract.",Linda Colbert,Aye
2015-12-14,14891,"Request to award IFB 16-09, Maple Ave Paving Contract.",Edythe Frankel Kelleher,Aye
2015-12-14,14891,"Request to award IFB 16-09, Maple Ave Paving Contract.",Pasha Majdi,Aye
2015-12-14,14891,"Request to award IFB 16-09, Maple Ave Paving Contract.",Laurie DiRocco,Aye
2015-12-14,14891,"Request to award IFB 16-09, Maple Ave Paving Contract.",Howard J. Springsteen,Aye
2015-12-14,14891,"Request to award IFB 16-09, Maple Ave Paving Contract.",Carey J. Sienicki,Aye
2015-12-14,14891,"Request to award IFB 16-09, Maple Ave Paving Contract.",Tara Bloch,Aye
2015-12-14,14893,301 & 303 Niblick Drive SE Performance Bond Reduction Request.,Linda Colbert,Aye
2015-12-14,14893,301 & 303 Niblick Drive SE Performance Bond Reduction Request.,Edythe Frankel Kelleher,Aye
2015-12-14,14893,301 & 303 Niblick Drive SE Performance Bond Reduction Request.,Pasha Majdi,Aye
2015-12-14,14893,301 & 303 Niblick Drive SE Performance Bond Reduction Request.,Laurie DiRocco,Aye
2015-12-14,14893,301 & 303 Niblick Drive SE Performance Bond Reduction Request.,Howard J. Springsteen,Aye
2015-12-14,14893,301 & 303 Niblick Drive SE Performance Bond Reduction Request.,Carey J. Sienicki,Aye
2015-12-14,14893,301 & 303 Niblick Drive SE Performance Bond Reduction Request.,Tara Bloch,Aye
2015-12-14,14895,Increase funds to Follin Lane SE reconstruction contracts.,Linda Colbert,Aye
2015-12-14,14895,Increase funds to Follin Lane SE reconstruction contracts.,Edythe Frankel Kelleher,Aye
2015-12-14,14895,Increase funds to Follin Lane SE reconstruction contracts.,Pasha Majdi,Aye
2015-12-14,14895,Increase funds to Follin Lane SE reconstruction contracts.,Laurie DiRocco,Aye
2015-12-14,14895,Increase funds to Follin Lane SE reconstruction contracts.,Howard J. Springsteen,Aye
2015-12-14,14895,Increase funds to Follin Lane SE reconstruction contracts.,Carey J. Sienicki,Aye
2015-12-14,14895,Increase funds to Follin Lane SE reconstruction contracts.,Tara Bloch,Aye
2015-12-14,14892,"Request approval of payment to Keller Brothers, Inc. from contingency funds for project expenditures for the Vienna Community Center renovation and expansion.",Linda Colbert,Aye
2015-12-14,14892,"Request approval of payment to Keller Brothers, Inc. from contingency funds for project expenditures for the Vienna Community Center renovation and expansion.",Edythe Frankel Kelleher,Aye
2015-12-14,14892,"Request approval of payment to Keller Brothers, Inc. from contingency funds for project expenditures for the Vienna Community Center renovation and expansion.",Pasha Majdi,Aye
2015-12-14,14892,"Request approval of payment to Keller Brothers, Inc. from contingency funds for project expenditures for the Vienna Community Center renovation and expansion.",Laurie DiRocco,Aye
2015-12-14,14892,"Request approval of payment to Keller Brothers, Inc. from contingency funds for project expenditures for the Vienna Community Center renovation and expansion.",Howard J. Springsteen,Aye
2015-12-14,14892,"Request approval of payment to Keller Brothers, Inc. from contingency funds for project expenditures for the Vienna Community Center renovation and expansion.",Carey J. Sienicki,Aye
2015-12-14,14892,"Request approval of payment to Keller Brothers, Inc. from contingency funds for project expenditures for the Vienna Community Center renovation and expansion.",Tara Bloch,Aye
2015-12-14,14906,Second Closed Session,Linda Colbert,Aye
2015-12-14,14906,Second Closed Session,Edythe Frankel Kelleher,Aye
2015-12-14,14906,Second Closed Session,Pasha Majdi,Aye
2015-12-14,14906,Second Closed Session,Laurie DiRocco,Aye
2015-12-14,14906,Second Closed Session,Howard J. Springsteen,Aye
2015-12-14,14906,Second Closed Session,Carey J. Sienicki,Aye
2015-12-14,14906,Second Closed Session,Tara Bloch,Aye
2015-11-02,14790,"Regular Minutes of October 19, 2015.",Linda Colbert,Aye
2015-11-02,14790,"Regular Minutes of October 19, 2015.",Edythe Frankel Kelleher,Aye
2015-11-02,14790,"Regular Minutes of October 19, 2015.",Pasha Majdi,Aye
2015-11-02,14790,"Regular Minutes of October 19, 2015.",Laurie DiRocco,Aye
2015-11-02,14790,"Regular Minutes of October 19, 2015.",Howard J. Springsteen,Aye
2015-11-02,14790,"Regular Minutes of October 19, 2015.",Carey J. Sienicki,Aye
2015-11-02,14790,"Regular Minutes of October 19, 2015.",Tara Bloch,Aye
2015-11-02,14781,Closed Session,Linda Colbert,Aye
2015-11-02,14781,Closed Session,Edythe Frankel Kelleher,Aye
2015-11-02,14781,Closed Session,Pasha Majdi,Aye
2015-11-02,14781,Closed Session,Laurie DiRocco,Aye
2015-11-02,14781,Closed Session,Howard J. Springsteen,Aye
2015-11-02,14781,Closed Session,Carey J. Sienicki,Aye
2015-11-02,14781,Closed Session,Tara Bloch,Aye
2015-11-02,14789,Memorandum of Understanding between the Town of Vienna and Faith Baptist Church.,Linda Colbert,Aye
2015-11-02,14789,Memorandum of Understanding between the Town of Vienna and Faith Baptist Church.,Edythe Frankel Kelleher,Aye
2015-11-02,14789,Memorandum of Understanding between the Town of Vienna and Faith Baptist Church.,Pasha Majdi,Aye
2015-11-02,14789,Memorandum of Understanding between the Town of Vienna and Faith Baptist Church.,Laurie DiRocco,Aye
2015-11-02,14789,Memorandum of Understanding between the Town of Vienna and Faith Baptist Church.,Howard J. Springsteen,Aye
2015-11-02,14789,Memorandum of Understanding between the Town of Vienna and Faith Baptist Church.,Carey J. Sienicki,Aye
2015-11-02,14789,Memorandum of Understanding between the Town of Vienna and Faith Baptist Church.,Tara Bloch,Aye
2015-11-02,14785,Request approval of vehicle purchases within the Vehicle Replacement Program.,Linda Colbert,Aye
2015-11-02,14785,Request approval of vehicle purchases within the Vehicle Replacement Program.,Edythe Frankel Kelleher,Aye
2015-11-02,14785,Request approval of vehicle purchases within the Vehicle Replacement Program.,Pasha Majdi,Aye
2015-11-02,14785,Request approval of vehicle purchases within the Vehicle Replacement Program.,Laurie DiRocco,Aye
2015-11-02,14785,Request approval of vehicle purchases within the Vehicle Replacement Program.,Howard J. Springsteen,Aye
2015-11-02,14785,Request approval of vehicle purchases within the Vehicle Replacement Program.,Carey J. Sienicki,Aye
2015-11-02,14785,Request approval of vehicle purchases within the Vehicle Replacement Program.,Tara Bloch,Aye
2015-11-02,14786,Request replacement of vehicle #93 within the Vehicle Replacement Program.,Linda Colbert,Aye
2015-11-02,14786,Request replacement of vehicle #93 within the Vehicle Replacement Program.,Edythe Frankel Kelleher,Aye
2015-11-02,14786,Request replacement of vehicle #93 within the Vehicle Replacement Program.,Pasha Majdi,Aye
2015-11-02,14786,Request replacement of vehicle #93 within the Vehicle Replacement Program.,Laurie DiRocco,Aye
2015-11-02,14786,Request replacement of vehicle #93 within the Vehicle Replacement Program.,Howard J. Springsteen,Aye
2015-11-02,14786,Request replacement of vehicle #93 within the Vehicle Replacement Program.,Carey J. Sienicki,Aye
2015-11-02,14786,Request replacement of vehicle #93 within the Vehicle Replacement Program.,Tara Bloch,Aye
2015-11-02,14787,Increase FY16 spending with Ferguson Waterworks,Linda Colbert,Aye
2015-11-02,14787,Increase FY16 spending with Ferguson Waterworks,Edythe Frankel Kelleher,Aye
2015-11-02,14787,Increase FY16 spending with Ferguson Waterworks,Pasha Majdi,Aye
2015-11-02,14787,Increase FY16 spending with Ferguson Waterworks,Laurie DiRocco,Aye
2015-11-02,14787,Increase FY16 spending with Ferguson Waterworks,Howard J. Springsteen,Aye
2015-11-02,14787,Increase FY16 spending with Ferguson Waterworks,Carey J. Sienicki,Aye
2015-11-02,14787,Increase FY16 spending with Ferguson Waterworks,Tara Bloch,Aye
2015-11-02,14788,Request to Increase funding for implementation of Tyler Munis software,Linda Colbert,Aye
2015-11-02,14788,Request to Increase funding for implementation of Tyler Munis software,Edythe Frankel Kelleher,Aye
2015-11-02,14788,Request to Increase funding for implementation of Tyler Munis software,Pasha Majdi,Aye
2015-11-02,14788,Request to Increase funding for implementation of Tyler Munis software,Laurie DiRocco,Aye
2015-11-02,14788,Request to Increase funding for implementation of Tyler Munis software,Howard J. Springsteen,Aye
2015-11-02,14788,Request to Increase funding for implementation of Tyler Munis software,Carey J. Sienicki,Aye
2015-11-02,14788,Request to Increase funding for implementation of Tyler Munis software,Tara Bloch,Aye
2015-11-02,14791,Meeting Adjournment,Linda Colbert,Aye
2015-11-02,14791,Meeting Adjournment,Edythe Frankel Kelleher,Aye
2015-11-02,14791,Meeting Adjournment,Pasha Majdi,Aye
2015-11-02,14791,Meeting Adjournment,Laurie DiRocco,Aye
2015-11-02,14791,Meeting Adjournment,Howard J. Springsteen,Aye
2015-11-02,14791,Meeting Adjournment,Carey J. Sienicki,Aye
2015-11-02,14791,Meeting Adjournment,Tara Bloch,Aye
2015-10-19,14746,"Minutes of the Regular Council Meeting of September 28, 2015.",Linda Colbert,Aye
2015-10-19,14746,"Minutes of the Regular Council Meeting of September 28, 2015.",Edythe Frankel Kelleher,Aye
2015-10-19,14746,"Minutes of the Regular Council Meeting of September 28, 2015.",Pasha Majdi,Aye
2015-10-19,14746,"Minutes of the Regular Council Meeting of September 28, 2015.",Laurie DiRocco,Aye
2015-10-19,14746,"Minutes of the Regular Council Meeting of September 28, 2015.",Howard J. Springsteen,Aye
2015-10-19,14746,"Minutes of the Regular Council Meeting of September 28, 2015.",Carey J. Sienicki,Aye
2015-10-19,14746,"Minutes of the Regular Council Meeting of September 28, 2015.",Tara Bloch,Aye
2015-10-19,14736,Proclamation for National American Indian Heritage Month.,Linda Colbert,Aye
2015-10-19,14736,Proclamation for National American Indian Heritage Month.,Edythe Frankel Kelleher,Aye
2015-10-19,14736,Proclamation for National American Indian Heritage Month.,Pasha Majdi,Aye
2015-10-19,14736,Proclamation for National American Indian Heritage Month.,Laurie DiRocco,Aye
2015-10-19,14736,Proclamation for National American Indian Heritage Month.,Howard J. Springsteen,Aye
2015-10-19,14736,Proclamation for National American Indian Heritage Month.,Carey J. Sienicki,Aye
2015-10-19,14736,Proclamation for National American Indian Heritage Month.,Tara Bloch,Aye
2015-10-19,14729,Proposals for Additional Items to the Agenda,Linda Colbert,(no value recorded)
2015-10-19,14729,Proposals for Additional Items to the Agenda,Edythe Frankel Kelleher,(no value recorded)
2015-10-19,14729,Proposals for Additional Items to the Agenda,Pasha Majdi,(no value recorded)
2015-10-19,14729,Proposals for Additional Items to the Agenda,Laurie DiRocco,(no value recorded)
2015-10-19,14729,Proposals for Additional Items to the Agenda,Howard J. Springsteen,(no value recorded)
2015-10-19,14729,Proposals for Additional Items to the Agenda,Carey J. Sienicki,(no value recorded)
2015-10-19,14729,Proposals for Additional Items to the Agenda,Tara Bloch,(no value recorded)
2015-10-19,14730,Closed Session,Linda Colbert,Aye
2015-10-19,14730,Closed Session,Edythe Frankel Kelleher,Aye
2015-10-19,14730,Closed Session,Pasha Majdi,Abstain
2015-10-19,14730,Closed Session,Laurie DiRocco,Aye
2015-10-19,14730,Closed Session,Howard J. Springsteen,Abstain
2015-10-19,14730,Closed Session,Carey J. Sienicki,Aye
2015-10-19,14730,Closed Session,Tara Bloch,Aye
2015-10-19,14741,Approval of 2016 Town Council Meeting Schedule and Calendar,Linda Colbert,Aye
2015-10-19,14741,Approval of 2016 Town Council Meeting Schedule and Calendar,Edythe Frankel Kelleher,Aye
2015-10-19,14741,Approval of 2016 Town Council Meeting Schedule and Calendar,Pasha Majdi,Aye
2015-10-19,14741,Approval of 2016 Town Council Meeting Schedule and Calendar,Laurie DiRocco,Aye
2015-10-19,14741,Approval of 2016 Town Council Meeting Schedule and Calendar,Howard J. Springsteen,Aye
2015-10-19,14741,Approval of 2016 Town Council Meeting Schedule and Calendar,Carey J. Sienicki,Aye
2015-10-19,14741,Approval of 2016 Town Council Meeting Schedule and Calendar,Tara Bloch,Aye
2015-10-19,14742,Memorandum of Understanding between the Town of Vienna and Faith Baptist Church.,Linda Colbert,Aye
2015-10-19,14742,Memorandum of Understanding between the Town of Vienna and Faith Baptist Church.,Edythe Frankel Kelleher,Aye
2015-10-19,14742,Memorandum of Understanding between the Town of Vienna and Faith Baptist Church.,Pasha Majdi,Aye
2015-10-19,14742,Memorandum of Understanding between the Town of Vienna and Faith Baptist Church.,Laurie DiRocco,Aye
2015-10-19,14742,Memorandum of Understanding between the Town of Vienna and Faith Baptist Church.,Howard J. Springsteen,Aye
2015-10-19,14742,Memorandum of Understanding between the Town of Vienna and Faith Baptist Church.,Carey J. Sienicki,Aye
2015-10-19,14742,Memorandum of Understanding between the Town of Vienna and Faith Baptist Church.,Tara Bloch,Aye
2015-10-19,14734,Consideration of a Melody Lane Safe Routes to School Sidewalk Grant Application,Linda Colbert,Aye
2015-10-19,14734,Consideration of a Melody Lane Safe Routes to School Sidewalk Grant Application,Edythe Frankel Kelleher,Aye
2015-10-19,14734,Consideration of a Melody Lane Safe Routes to School Sidewalk Grant Application,Pasha Majdi,Aye
2015-10-19,14734,Consideration of a Melody Lane Safe Routes to School Sidewalk Grant Application,Laurie DiRocco,Aye
2015-10-19,14734,Consideration of a Melody Lane Safe Routes to School Sidewalk Grant Application,Howard J. Springsteen,Aye
2015-10-19,14734,Consideration of a Melody Lane Safe Routes to School Sidewalk Grant Application,Carey J. Sienicki,Aye
2015-10-19,14734,Consideration of a Melody Lane Safe Routes to School Sidewalk Grant Application,Tara Bloch,Aye
2015-10-19,14735,Consideration of a Marshall Road SW Revenue Sharing Grant Application.,Linda Colbert,Aye
2015-10-19,14735,Consideration of a Marshall Road SW Revenue Sharing Grant Application.,Edythe Frankel Kelleher,Aye
2015-10-19,14735,Consideration of a Marshall Road SW Revenue Sharing Grant Application.,Pasha Majdi,Aye
2015-10-19,14735,Consideration of a Marshall Road SW Revenue Sharing Grant Application.,Laurie DiRocco,Aye
2015-10-19,14735,Consideration of a Marshall Road SW Revenue Sharing Grant Application.,Howard J. Springsteen,Aye
2015-10-19,14735,Consideration of a Marshall Road SW Revenue Sharing Grant Application.,Carey J. Sienicki,Aye
2015-10-19,14735,Consideration of a Marshall Road SW Revenue Sharing Grant Application.,Tara Bloch,Aye
2015-10-19,14737,Request to award Nutley & West Street NW sidewalk design contract.,Linda Colbert,Aye
2015-10-19,14737,Request to award Nutley & West Street NW sidewalk design contract.,Edythe Frankel Kelleher,Aye
2015-10-19,14737,Request to award Nutley & West Street NW sidewalk design contract.,Pasha Majdi,Aye
2015-10-19,14737,Request to award Nutley & West Street NW sidewalk design contract.,Laurie DiRocco,Aye
2015-10-19,14737,Request to award Nutley & West Street NW sidewalk design contract.,Howard J. Springsteen,Aye
2015-10-19,14737,Request to award Nutley & West Street NW sidewalk design contract.,Carey J. Sienicki,Aye
2015-10-19,14737,Request to award Nutley & West Street NW sidewalk design contract.,Tara Bloch,Aye
2015-10-19,14738,"Request approval for FY16 road salt purchases from Cargill, Inc.",Linda Colbert,Aye
2015-10-19,14738,"Request approval for FY16 road salt purchases from Cargill, Inc.",Edythe Frankel Kelleher,Aye
2015-10-19,14738,"Request approval for FY16 road salt purchases from Cargill, Inc.",Pasha Majdi,Aye
2015-10-19,14738,"Request approval for FY16 road salt purchases from Cargill, Inc.",Laurie DiRocco,Aye
2015-10-19,14738,"Request approval for FY16 road salt purchases from Cargill, Inc.",Howard J. Springsteen,Aye
2015-10-19,14738,"Request approval for FY16 road salt purchases from Cargill, Inc.",Carey J. Sienicki,Aye
2015-10-19,14738,"Request approval for FY16 road salt purchases from Cargill, Inc.",Tara Bloch,Aye
2015-10-19,14740,Purchase of replacement Town Manager’s vehicle within the Vehicle Replacement Program.,Linda Colbert,Aye
2015-10-19,14740,Purchase of replacement Town Manager’s vehicle within the Vehicle Replacement Program.,Edythe Frankel Kelleher,Aye
2015-10-19,14740,Purchase of replacement Town Manager’s vehicle within the Vehicle Replacement Program.,Pasha Majdi,Aye
2015-10-19,14740,Purchase of replacement Town Manager’s vehicle within the Vehicle Replacement Program.,Laurie DiRocco,Aye
2015-10-19,14740,Purchase of replacement Town Manager’s vehicle within the Vehicle Replacement Program.,Howard J. Springsteen,Aye
2015-10-19,14740,Purchase of replacement Town Manager’s vehicle within the Vehicle Replacement Program.,Carey J. Sienicki,Aye
2015-10-19,14740,Purchase of replacement Town Manager’s vehicle within the Vehicle Replacement Program.,Tara Bloch,Aye
2015-10-19,14739,Request to Set a Public Hearing for Issuance of Bonds & Notice of Intent to Adopt an Ordinance Resolution,Linda Colbert,Aye
2015-10-19,14739,Request to Set a Public Hearing for Issuance of Bonds & Notice of Intent to Adopt an Ordinance Resolution,Edythe Frankel Kelleher,Aye
2015-10-19,14739,Request to Set a Public Hearing for Issuance of Bonds & Notice of Intent to Adopt an Ordinance Resolution,Pasha Majdi,Aye
2015-10-19,14739,Request to Set a Public Hearing for Issuance of Bonds & Notice of Intent to Adopt an Ordinance Resolution,Laurie DiRocco,Aye
2015-10-19,14739,Request to Set a Public Hearing for Issuance of Bonds & Notice of Intent to Adopt an Ordinance Resolution,Howard J. Springsteen,Aye
2015-10-19,14739,Request to Set a Public Hearing for Issuance of Bonds & Notice of Intent to Adopt an Ordinance Resolution,Carey J. Sienicki,Aye
2015-10-19,14739,Request to Set a Public Hearing for Issuance of Bonds & Notice of Intent to Adopt an Ordinance Resolution,Tara Bloch,Aye
2015-10-19,14743,"Consideration of adoption of a Proposed Ordinance to amend Chapter 2, Administration, of the Code of the Town of Vienna, Adding a New Article 7 and New Sections 2-69 to 2-71 to Establish Procedures for the Disposition and Disposal of Property Seized by the Police in Accordance with Virginia Code Section 15.2-1719 (1950 as amended).",Linda Colbert,Aye
2015-10-19,14743,"Consideration of adoption of a Proposed Ordinance to amend Chapter 2, Administration, of the Code of the Town of Vienna, Adding a New Article 7 and New Sections 2-69 to 2-71 to Establish Procedures for the Disposition and Disposal of Property Seized by the Police in Accordance with Virginia Code Section 15.2-1719 (1950 as amended).",Edythe Frankel Kelleher,Aye
2015-10-19,14743,"Consideration of adoption of a Proposed Ordinance to amend Chapter 2, Administration, of the Code of the Town of Vienna, Adding a New Article 7 and New Sections 2-69 to 2-71 to Establish Procedures for the Disposition and Disposal of Property Seized by the Police in Accordance with Virginia Code Section 15.2-1719 (1950 as amended).",Pasha Majdi,Nay
2015-10-19,14743,"Consideration of adoption of a Proposed Ordinance to amend Chapter 2, Administration, of the Code of the Town of Vienna, Adding a New Article 7 and New Sections 2-69 to 2-71 to Establish Procedures for the Disposition and Disposal of Property Seized by the Police in Accordance with Virginia Code Section 15.2-1719 (1950 as amended).",Laurie DiRocco,Aye
