meeting_date,item_id,title,topic_unofficial,vote_tally,meeting_url
2017-05-22,16362,Receipt of petitions and communications from the Public,Procedural,,https://viennavadata.org/meeting/2017-05-22.html
2017-05-22,16363,Reports/Presentations,Procedural,,https://viennavadata.org/meeting/2017-05-22.html
2017-05-22,16373,Proclamation for Men’s Health Week,Proclamations & Recognitions,7 Aye,https://viennavadata.org/meeting/2017-05-22.html
2017-05-22,16364,Report and Inquiries of Council Members,Procedural,,https://viennavadata.org/meeting/2017-05-22.html
2017-05-22,16365,Report of the Town Manager,Procedural,,https://viennavadata.org/meeting/2017-05-22.html
2017-05-22,16366,Report of the Mayor,Procedural,,https://viennavadata.org/meeting/2017-05-22.html
2017-05-22,16367,Proposals for Additional Items to the Agenda,Procedural,7 Aye,https://viennavadata.org/meeting/2017-05-22.html
2017-05-22,16368,Closed Session,Procedural,7 Aye,https://viennavadata.org/meeting/2017-05-22.html
2017-05-22,16369,Public Hearings,Procedural,,https://viennavadata.org/meeting/2017-05-22.html
2017-05-22,16374,"Public Hearing to Amend Chapter 6, Article 3 of the Town Code of Vienna - Cigarette Tax","Budget, Taxes & Finance","6 Aye, 1 Nay",https://viennavadata.org/meeting/2017-05-22.html
2017-05-22,16371,Regular Business,Procedural,,https://viennavadata.org/meeting/2017-05-22.html
2017-05-22,16378,Request approval of Memorandum of Understanding between Vienna Little League and Town of Vienna for use of Yeonas Park during the Fourth of July 2017 entertainment and fireworks show.,Parks & Recreation,7 Aye,https://viennavadata.org/meeting/2017-05-22.html
2017-05-22,16372,"Schedule a public hearing on July 10, 2017 to consider draft Planning Commission-recommended changes to the Definitions section of the Zoning Ordinance Article 2, Section 18.4","Land Use, Zoning & Development",7 Aye,https://viennavadata.org/meeting/2017-05-22.html
2017-05-22,16377,"Intent to adopt amendments to the parking section of the Town Code, Chapter 18, Article 16, Section 18-127 to Section 18-137.1, Off-Street Parking and Loading Areas","Streets, Sidewalks & Transportation",7 Aye,https://viennavadata.org/meeting/2017-05-22.html
2017-05-22,16375,Request approval of Transportation Safety Commission-recommended pedestrian improvements along Tapawingo Road SW,"Streets, Sidewalks & Transportation",7 Aye,https://viennavadata.org/meeting/2017-05-22.html
2017-05-22,16380,Meeting Adjournment,Procedural,7 Aye,https://viennavadata.org/meeting/2017-05-22.html
2017-05-22,16381,"THE TOWN OF VIENNA IS COMMITTED TO FULL COMPLIANCE WITH THE AMERICANS WITH DISABILITIES ACT STANDARDS. TRANSLATION SERVICES, ASSISTANCE OR ACCOMMODATION REQUESTS FROM PERSONS WITH DISABILITIES ARE TO BE REQUESTED NOT LESS THAN 3 WORKING DAYS BEFORE THE DAY OF THE EVENT. PLEASE CALL (703) 255-6304, OR 711 VIRGINIA RELAY SERVICE FOR THE HEARING IMPAIRED.",Procedural,,https://viennavadata.org/meeting/2017-05-22.html
2017-05-08,16309,"Invocation: Reverend Corey Gibson, First Baptist Church of Vienna",Procedural,,https://viennavadata.org/meeting/2017-05-08.html
2017-05-08,16310,Pledge of Allegiance to the Flag of the United States of America,Procedural,,https://viennavadata.org/meeting/2017-05-08.html
2017-05-08,16311,Roll Call,Procedural,,https://viennavadata.org/meeting/2017-05-08.html
2017-05-08,16312,Approval of the Minutes:,Minutes,,https://viennavadata.org/meeting/2017-05-08.html
2017-05-08,16331,"Approval of the Minutes of the April 17, 2017 Council Meeting.",Minutes,,https://viennavadata.org/meeting/2017-05-08.html
2017-05-08,16334,"Approval of the Minutes of the April 17, 2017 Council Meeting.",Minutes,7 Aye,https://viennavadata.org/meeting/2017-05-08.html
2017-05-08,16313,Receipt of petitions and communications from the Public,Procedural,,https://viennavadata.org/meeting/2017-05-08.html
2017-05-08,16314,Reports/Presentations,Procedural,,https://viennavadata.org/meeting/2017-05-08.html
2017-05-08,16315,Report and Inquiries of Council Members,Procedural,,https://viennavadata.org/meeting/2017-05-08.html
2017-05-08,16316,Report of the Town Manager,Procedural,,https://viennavadata.org/meeting/2017-05-08.html
2017-05-08,16317,Report of the Mayor,Procedural,,https://viennavadata.org/meeting/2017-05-08.html
2017-05-08,16318,Proposals for Additional Items to the Agenda,Procedural,,https://viennavadata.org/meeting/2017-05-08.html
2017-05-08,16319,Closed Session,Procedural,7 Aye,https://viennavadata.org/meeting/2017-05-08.html
2017-05-08,16322,Regular Business,Procedural,,https://viennavadata.org/meeting/2017-05-08.html
2017-05-08,16323,"Request approval to appropriate previously approved funds to Keller Brothers, RRMM Lukmire Architects, Triad Engineering, Inc. and contingency for the Vienna Community Center renovation and expansion project.",Parks & Recreation,7 Aye,https://viennavadata.org/meeting/2017-05-08.html
2017-05-08,16324,Request to pass Resolution and to approve the installation of a security fence at the Wall Street water storage tank and pump station.,"Water, Sewer & Stormwater",7 Aye,https://viennavadata.org/meeting/2017-05-08.html
2017-05-08,16325,Intent to Adopt the FY 2017-18 Operating Budget,"Budget, Taxes & Finance",7 Aye,https://viennavadata.org/meeting/2017-05-08.html
2017-05-08,16326,Intent to Adopt FY 2017-18 Water and Sewer Rates,"Water, Sewer & Stormwater",7 Aye,https://viennavadata.org/meeting/2017-05-08.html
2017-05-08,16327,Intent to Adopt the Real Estate Tax Rate for FY2017-18,"Budget, Taxes & Finance",7 Aye,https://viennavadata.org/meeting/2017-05-08.html
2017-05-08,16328,Meeting Adjournment,Procedural,7 Aye,https://viennavadata.org/meeting/2017-05-08.html
2017-04-24,16273,"Invocation:Reverend Garry Genser, Vienna Seventh-day Adventist Church",Procedural,,https://viennavadata.org/meeting/2017-04-24.html
2017-04-24,16274,Pledge of Allegiance to the Flag of the United States of America,Procedural,,https://viennavadata.org/meeting/2017-04-24.html
2017-04-24,16275,Roll Call,Procedural,,https://viennavadata.org/meeting/2017-04-24.html
2017-04-24,16276,Approval of the Minutes: No minutes for approval,Minutes,,https://viennavadata.org/meeting/2017-04-24.html
2017-04-24,16277,Receipt of petitions and communications from the Public,Procedural,,https://viennavadata.org/meeting/2017-04-24.html
2017-04-24,16278,Reports/Presentations,Procedural,,https://viennavadata.org/meeting/2017-04-24.html
2017-04-24,16295,Update of the I-66 Expansion Project by Susan Shaw of VDOT.,Grants & Intergovernmental,,https://viennavadata.org/meeting/2017-04-24.html
2017-04-24,16287,Proclamation for Arbor Day,Proclamations & Recognitions,7 Aye,https://viennavadata.org/meeting/2017-04-24.html
2017-04-24,16279,Report and Inquiries of Council Members,Procedural,,https://viennavadata.org/meeting/2017-04-24.html
2017-04-24,16280,Report of the Town Manager,Procedural,,https://viennavadata.org/meeting/2017-04-24.html
2017-04-24,16281,Report of the Mayor,Procedural,,https://viennavadata.org/meeting/2017-04-24.html
2017-04-24,16282,Proposals for Additional Items to the Agenda,Procedural,,https://viennavadata.org/meeting/2017-04-24.html
2017-04-24,16283,Closed Session,Procedural,"2 Abstain, 5 Aye",https://viennavadata.org/meeting/2017-04-24.html
2017-04-24,16284,Public Hearings,Procedural,,https://viennavadata.org/meeting/2017-04-24.html
2017-04-24,16293,Public Hearing for FY 2017-18 Proposed Real Estate Tax Rate,"Budget, Taxes & Finance",7 Aye,https://viennavadata.org/meeting/2017-04-24.html
2017-04-24,16290,"Public hearing continued to consider Planning Commission- and Council-recommended changes to the parking section of the Town Code Chapter 18, Article 16, Section 18-127 to Section 18-137.1, Off-Street Parking and Loading Areas","Streets, Sidewalks & Transportation","6 Aye, 1 Nay",https://viennavadata.org/meeting/2017-04-24.html
2017-04-24,16298,Regular Agenda,Procedural,,https://viennavadata.org/meeting/2017-04-24.html
2017-04-24,16292,Set public hearing to increase cigarette tax rate,"Budget, Taxes & Finance",7 Aye,https://viennavadata.org/meeting/2017-04-24.html
2017-04-24,16288,"Request to approve additional FY17 spending with J.O. Herbert Co., Inc. for traffic signal components","Streets, Sidewalks & Transportation","6 Aye, 1 Nay",https://viennavadata.org/meeting/2017-04-24.html
2017-04-24,16291,"Request approval to spend $5,450 on a sweeper attachment to go with A770 Skid-Steer Loader VRP #144",Contracts & Purchasing,7 Aye,https://viennavadata.org/meeting/2017-04-24.html
2017-04-24,16294,Request approval of an amended agreement with Fairfax County for Wolftrap Creek Stream Restoration,"Environment, Trees & Sustainability",7 Aye,https://viennavadata.org/meeting/2017-04-24.html
2017-04-24,16296,Meeting Adjournment,Procedural,,https://viennavadata.org/meeting/2017-04-24.html
2017-04-24,16297,"THE TOWN OF VIENNA IS COMMITTED TO FULL COMPLIANCE WITH THE AMERICANS WITH DISABILITIES ACT STANDARDS. TRANSLATION SERVICES, ASSISTANCE OR ACCOMMODATION REQUESTS FROM PERSONS WITH DISABILITIES ARE TO BE REQUESTED NOT LESS THAN 3 WORKING DAYS BEFORE THE DAY OF THE EVENT. PLEASE CALL (703) 255-6304, OR 711 VIRGINIA RELAY SERVICE FOR THE HEARING IMPAIRED.",Procedural,,https://viennavadata.org/meeting/2017-04-24.html
2017-04-17,16240,"Invocation: Reverend Martin Pickett, Faith Encounters Community Church",Procedural,,https://viennavadata.org/meeting/2017-04-17.html
2017-04-17,16241,Pledge of Allegiance to the Flag of the United States of America,Procedural,,https://viennavadata.org/meeting/2017-04-17.html
2017-04-17,16242,Roll Call,Procedural,,https://viennavadata.org/meeting/2017-04-17.html
2017-04-17,16243,Approval of the Minutes:,Minutes,,https://viennavadata.org/meeting/2017-04-17.html
2017-04-17,16262,"Approval of the Regular Minutes of April 3, 2017 and the Work Session Minutes of January 23, 2017.",Minutes,7 Aye,https://viennavadata.org/meeting/2017-04-17.html
2017-04-17,16244,Receipt of petitions and communications from the Public,Procedural,,https://viennavadata.org/meeting/2017-04-17.html
2017-04-17,16245,Reports/Presentations,Procedural,,https://viennavadata.org/meeting/2017-04-17.html
2017-04-17,16256,Recognition of 2016 Solarize Vienna Program for Eco-Efficient Homes.,Proclamations & Recognitions,,https://viennavadata.org/meeting/2017-04-17.html
2017-04-17,16261,Proclamation for Volunteer Recognition Day 4-18-2017.,Proclamations & Recognitions,"6 Aye, 1 Absent",https://viennavadata.org/meeting/2017-04-17.html
2017-04-17,16246,Report and Inquiries of Council Members,Procedural,,https://viennavadata.org/meeting/2017-04-17.html
2017-04-17,16247,Report of the Town Manager,Procedural,,https://viennavadata.org/meeting/2017-04-17.html
2017-04-17,16248,Report of the Mayor,Procedural,,https://viennavadata.org/meeting/2017-04-17.html
2017-04-17,16249,Proposals for Additional Items to the Agenda,Procedural,,https://viennavadata.org/meeting/2017-04-17.html
2017-04-17,16250,Closed Session,Procedural,"6 Aye, 1 Abstain",https://viennavadata.org/meeting/2017-04-17.html
2017-04-17,16251,Public Hearings,Procedural,,https://viennavadata.org/meeting/2017-04-17.html
2017-04-17,16258,Public Hearing for FY2017-18 Water and Sewer Rates,"Water, Sewer & Stormwater",7 Aye,https://viennavadata.org/meeting/2017-04-17.html
2017-04-17,16259,Public Hearing on FY 2017-2018 Proposed Budget,"Budget, Taxes & Finance",7 Aye,https://viennavadata.org/meeting/2017-04-17.html
2017-04-17,16253,Regular Business,Procedural,,https://viennavadata.org/meeting/2017-04-17.html
2017-04-17,16260,Request to increase FY17 spending with GRI Cedar Park LLC for lease of space at Cedar Park Shopping Center for the Parks and Recreation Department during the Vienna Community Center renovation and expansion project,Parks & Recreation,7 Aye,https://viennavadata.org/meeting/2017-04-17.html
2017-04-17,16254,"Request to increase funds for John Marshall Drive NW Sidewalk and Road Reconstruction, IFB 16-06.","Streets, Sidewalks & Transportation",7 Aye,https://viennavadata.org/meeting/2017-04-17.html
2017-04-17,16255,Request increased funding for Glyndon St NE Sidewalk Construction IFB 14-25,"Streets, Sidewalks & Transportation",7 Aye,https://viennavadata.org/meeting/2017-04-17.html
2017-04-17,16257,Award survey and design contract for Church Street NE Sidewalk Extension Project,"Streets, Sidewalks & Transportation",7 Aye,https://viennavadata.org/meeting/2017-04-17.html
2017-04-17,16263,Meeting Adjournment,Procedural,7 Aye,https://viennavadata.org/meeting/2017-04-17.html
2017-04-17,16264,"THE TOWN OF VIENNA IS COMMITTED TO FULL COMPLIANCE WITH THE AMERICANS WITH DISABILITIES ACT STANDARDS. TRANSLATION SERVICES, ASSISTANCE OR ACCOMMODATION REQUESTS FROM PERSONS WITH DISABILITIES ARE TO BE REQUESTED NOT LESS THAN 3 WORKING DAYS BEFORE THE DAY OF THE EVENT. PLEASE CALL (703) 255-6304, OR 711 VIRGINIA RELAY SERVICE FOR THE HEARING IMPAIRED.",Procedural,,https://viennavadata.org/meeting/2017-04-17.html
2017-04-03,16192,"Invocation: Reverend Brett Isernhagen, Epiphany United Methodist Church",Procedural,,https://viennavadata.org/meeting/2017-04-03.html
2017-04-03,16193,Pledge of Allegiance to the Flag of the United States of America,Procedural,,https://viennavadata.org/meeting/2017-04-03.html
2017-04-03,16194,Roll Call,Procedural,,https://viennavadata.org/meeting/2017-04-03.html
2017-04-03,16195,Approval of the Minutes:,Minutes,,https://viennavadata.org/meeting/2017-04-03.html
2017-04-03,16217,"Approval of the minutes of the Regular Council Meetings of February 27, 2017, March 13, 2017, and the Work Session minutes of December 12, 2016.",Minutes,,https://viennavadata.org/meeting/2017-04-03.html
2017-04-03,16196,Receipt of petitions and communications from the Public,Procedural,,https://viennavadata.org/meeting/2017-04-03.html
2017-04-03,16197,Reports/Presentations,Procedural,,https://viennavadata.org/meeting/2017-04-03.html
2017-04-03,16198,Report and Inquiries of Council Members,Procedural,,https://viennavadata.org/meeting/2017-04-03.html
2017-04-03,16199,Report of the Town Manager,Procedural,,https://viennavadata.org/meeting/2017-04-03.html
2017-04-03,16200,Report of the Mayor,Procedural,,https://viennavadata.org/meeting/2017-04-03.html
2017-04-03,16201,Proposals for Additional Items to the Agenda,Procedural,,https://viennavadata.org/meeting/2017-04-03.html
2017-04-03,16202,Closed Session,Procedural,7 Aye,https://viennavadata.org/meeting/2017-04-03.html
2017-04-03,16203,Public Hearings,Procedural,,https://viennavadata.org/meeting/2017-04-03.html
2017-04-03,16213,"Public hearing to consider Planning Commission-recommended changes to the parking section of the Town Code Chapter 18, Article 16, Section 18-127 to Sec 18-137.1, Off-Street Parking and Loading Areas","Streets, Sidewalks & Transportation",7 Aye,https://viennavadata.org/meeting/2017-04-03.html
2017-04-03,16205,Regular Business,Procedural,,https://viennavadata.org/meeting/2017-04-03.html
2017-04-03,16214,"Request to award a contract with Trialogue Studio for brand creation research and positioning statement for a cost of $38,100",Contracts & Purchasing,7 Aye,https://viennavadata.org/meeting/2017-04-03.html
2017-04-03,16216,Request approval to amend the 2016 Vienna First Night Memorandum of Understanding between the Town of Vienna and Vienna Business Association,"Community, Arts & Events",7 Aye,https://viennavadata.org/meeting/2017-04-03.html
2017-04-03,16206,Request fiscal year 2017 spending and award of IFB 17-13 for Mueller Fire Hydrants - As Needed to Water Works Supply,"Water, Sewer & Stormwater",7 Aye,https://viennavadata.org/meeting/2017-04-03.html
2017-04-03,16207,Request FY17 spending with Pavement Management Services for pavement condition rating services,"Budget, Taxes & Finance",7 Aye,https://viennavadata.org/meeting/2017-04-03.html
2017-04-03,16208,Request award of IFB 17-15 Marshall Road Sidewalk Improvements,"Streets, Sidewalks & Transportation",7 Aye,https://viennavadata.org/meeting/2017-04-03.html
2017-04-03,16209,Request to increase FY17 spending with Ferguson Waterworks for water division supplies,"Water, Sewer & Stormwater",7 Aye,https://viennavadata.org/meeting/2017-04-03.html
2017-04-03,16210,Request to increase FY17 spending with Shannon Baum Signs for road sign materials,"Budget, Taxes & Finance",7 Aye,https://viennavadata.org/meeting/2017-04-03.html
2017-04-03,16211,Request approval of Stormwater Local Assistance Fund (SLAF) Grant Agreement No. 15-23 for Wolftrap Creek Stream Restoration,"Environment, Trees & Sustainability",7 Aye,https://viennavadata.org/meeting/2017-04-03.html
2017-04-03,16212,Request to award IFB 17-16 for Maple Avenue Repaving contract,"Streets, Sidewalks & Transportation",7 Aye,https://viennavadata.org/meeting/2017-04-03.html
2017-04-03,16215,"Request to increase FY17 spending with Elswick & Elswick, dba Greentree, for tree maintenance and removal","Environment, Trees & Sustainability",7 Aye,https://viennavadata.org/meeting/2017-04-03.html
2017-04-03,16218,Meeting Adjournment,Procedural,,https://viennavadata.org/meeting/2017-04-03.html
2017-04-03,16219,"THE TOWN OF VIENNA IS COMMITTED TO FULL COMPLIANCE WITH THE AMERICANS WITH DISABILITIES ACT STANDARDS. TRANSLATION SERVICES, ASSISTANCE OR ACCOMMODATION REQUESTS FROM PERSONS WITH DISABILITIES ARE TO BE REQUESTED NOT LESS THAN 3 WORKING DAYS BEFORE THE DAY OF THE EVENT. PLEASE CALL (703) 255-6304, OR 711 VIRGINIA RELAY SERVICE FOR THE HEARING IMPAIRED.",Procedural,,https://viennavadata.org/meeting/2017-04-03.html
2017-03-13,16098,"Invocation: Reverend Corky Eddins, Christ Church Vienna",Procedural,,https://viennavadata.org/meeting/2017-03-13.html
2017-03-13,16099,Pledge of Allegiance to the Flag of the United States of America,Procedural,,https://viennavadata.org/meeting/2017-03-13.html
2017-03-13,16100,Roll Call,Procedural,,https://viennavadata.org/meeting/2017-03-13.html
2017-03-13,16101,Approval of the Minutes:,Minutes,,https://viennavadata.org/meeting/2017-03-13.html
2017-03-13,16126,"Approval of the Work Session Minutes of November 14, 2016",Minutes,7 Aye,https://viennavadata.org/meeting/2017-03-13.html
2017-03-13,16141,Receipt of petitions and communications from the Public,Procedural,,https://viennavadata.org/meeting/2017-03-13.html
2017-03-13,16142,Reports/Presentations,Procedural,,https://viennavadata.org/meeting/2017-03-13.html
2017-03-13,16143,Report and Inquiries of Council Members,Procedural,,https://viennavadata.org/meeting/2017-03-13.html
2017-03-13,16144,Report of the Town Manager,Procedural,,https://viennavadata.org/meeting/2017-03-13.html
2017-03-13,16145,Report of the Mayor,Procedural,,https://viennavadata.org/meeting/2017-03-13.html
2017-03-13,16146,Proposals for Additional Items to the Agenda,Procedural,,https://viennavadata.org/meeting/2017-03-13.html
2017-03-13,16147,Closed Session,Procedural,7 Aye,https://viennavadata.org/meeting/2017-03-13.html
2017-03-13,16139,Regular Business,Procedural,,https://viennavadata.org/meeting/2017-03-13.html
2017-03-13,16128,Adoption of Multi-Jurisdictional Hazardous Mitigation Plan Update,"Environment, Trees & Sustainability",7 Aye,https://viennavadata.org/meeting/2017-03-13.html
2017-03-13,16130,New World Upgrade,Contracts & Purchasing,"6 Aye, 1 Nay",https://viennavadata.org/meeting/2017-03-13.html
2017-03-13,16135,Review and approval of artist contract for “Taking Flight” public art statue.,"Community, Arts & Events",7 Aye,https://viennavadata.org/meeting/2017-03-13.html
2017-03-13,16136,Request approval for installation of the “Taking Flight” public art statue at the Vienna Community Center,Parks & Recreation,7 Aye,https://viennavadata.org/meeting/2017-03-13.html
2017-03-13,16127,"Request Approval of Instructor/Contractors For Parks And Recreation Classes Through June 30, 2017 In Excess Of $20,000 Per Terms And Conditions of RFP 15-01.",Parks & Recreation,7 Aye,https://viennavadata.org/meeting/2017-03-13.html
2017-03-13,16137,"Request approval to award contract to Total Mobility, LLD dba 101 Mobility for replacement of a vertical lift at the Bowman House.",Contracts & Purchasing,7 Aye,https://viennavadata.org/meeting/2017-03-13.html
2017-03-13,16129,Intent to Adopt Amendments to the 2016-17 Budget,"Budget, Taxes & Finance",7 Aye,https://viennavadata.org/meeting/2017-03-13.html
2017-03-13,16131,Request to Set a Public Hearing for the FY18 Operating Budget,"Budget, Taxes & Finance",7 Aye,https://viennavadata.org/meeting/2017-03-13.html
2017-03-13,16132,Request to Set Public Hearing for Proposed Water & Sewer Rates,"Water, Sewer & Stormwater",7 Aye,https://viennavadata.org/meeting/2017-03-13.html
2017-03-13,16133,Request to Set a Public Hearing for the FY18 Real Estate Tax Rate,"Budget, Taxes & Finance",7 Aye,https://viennavadata.org/meeting/2017-03-13.html
2017-03-13,16134,"Schedule a public hearing on April 3, 2017 to consider draft Planning Commission-recommended changes to the parking section of the Zoning Ordinance.","Land Use, Zoning & Development",7 Aye,https://viennavadata.org/meeting/2017-03-13.html
2017-03-13,16148,Meeting Adjournment,Procedural,,https://viennavadata.org/meeting/2017-03-13.html
2017-03-13,16125,"THE TOWN OF VIENNA IS COMMITTED TO FULL COMPLIANCE WITH THE AMERICANS WITH DISABILITIES ACT STANDARDS. TRANSLATION SERVICES, ASSISTANCE OR ACCOMMODATION REQUESTS FROM PERSONS WITH DISABILITIES ARE TO BE REQUESTED NOT LESS THAN 3 WORKING DAYS BEFORE THE DAY OF THE EVENT. PLEASE CALL (703) 255-6304, OR 711 VIRGINIA RELAY SERVICE FOR THE HEARING IMPAIRED.",Procedural,,https://viennavadata.org/meeting/2017-03-13.html
2017-02-06,15995,"Invocation: Reverend Craig Burns, Vienna Assembly of God",Procedural,,https://viennavadata.org/meeting/2017-02-06.html
2017-02-06,15996,Pledge of Allegiance to the Flag of the United States of America,Procedural,,https://viennavadata.org/meeting/2017-02-06.html
2017-02-06,15997,Roll Call,Procedural,,https://viennavadata.org/meeting/2017-02-06.html
2017-02-06,15998,Approval of the Minutes:,Minutes,,https://viennavadata.org/meeting/2017-02-06.html
2017-02-06,16011,"Approval of the Minutes of the Regular Council Meeting of January 30, 2017.",Minutes,7 Aye,https://viennavadata.org/meeting/2017-02-06.html
2017-02-06,15999,Receipt of petitions and communications from the Public,Procedural,,https://viennavadata.org/meeting/2017-02-06.html
2017-02-06,16000,Reports/Presentations,Procedural,,https://viennavadata.org/meeting/2017-02-06.html
2017-02-06,16001,Report and Inquiries of Council Members,Procedural,,https://viennavadata.org/meeting/2017-02-06.html
2017-02-06,16002,Report of the Town Manager,Procedural,,https://viennavadata.org/meeting/2017-02-06.html
2017-02-06,16003,Report of the Mayor,Procedural,,https://viennavadata.org/meeting/2017-02-06.html
2017-02-06,16004,Proposals for Additional Items to the Agenda,Procedural,,https://viennavadata.org/meeting/2017-02-06.html
2017-02-06,16005,Closed Session,Procedural,7 Aye,https://viennavadata.org/meeting/2017-02-06.html
2017-02-06,16008,Regular Business,Procedural,,https://viennavadata.org/meeting/2017-02-06.html
2017-02-06,16009,Adoption of the Deferred Compensation Plan [457(b)] of the Commonwealth of Virginia,Grants & Intergovernmental,7 Aye,https://viennavadata.org/meeting/2017-02-06.html
2017-02-06,16010,Increase funds for the Vienna Community Center renovation and expansion project,Parks & Recreation,7 Aye,https://viennavadata.org/meeting/2017-02-06.html
2017-02-06,16050,Resolution supporting re-districting Reform,Grants & Intergovernmental,7 Aye,https://viennavadata.org/meeting/2017-02-06.html
2017-02-06,16013,"THE TOWN OF VIENNA IS COMMITTED TO FULL COMPLIANCE WITH THE AMERICANS WITH DISABILITIES ACT STANDARDS. TRANSLATION SERVICES, ASSISTANCE OR ACCOMMODATION REQUESTS FROM PERSONS WITH DISABILITIES ARE TO BE REQUESTED NOT LESS THAN 3 WORKING DAYS BEFORE THE DAY OF THE EVENT. PLEASE CALL (703) 255-6304, OR 711 VIRGINIA RELAY SERVICE FOR THE HEARING IMPAIRED.",Procedural,,https://viennavadata.org/meeting/2017-02-06.html
2017-02-06,16051,Resolution opposing SB1282,Grants & Intergovernmental,7 Aye,https://viennavadata.org/meeting/2017-02-06.html
2017-02-06,16043,Closed Session,Procedural,7 Aye,https://viennavadata.org/meeting/2017-02-06.html
2017-02-06,16012,Meeting Adjournment,Procedural,,https://viennavadata.org/meeting/2017-02-06.html
2017-01-30,15968,"Invocation: Reverend Garry Genser, Vienna Seventh-day Adventist Church",Procedural,,https://viennavadata.org/meeting/2017-01-30.html
2017-01-30,15969,Pledge of Allegiance to the Flag of the United States of America,Procedural,,https://viennavadata.org/meeting/2017-01-30.html
2017-01-30,15970,Roll Call,Procedural,,https://viennavadata.org/meeting/2017-01-30.html
2017-01-30,15971,Approval of the Minutes:,Minutes,,https://viennavadata.org/meeting/2017-01-30.html
2017-01-30,15988,"Approval of the minutes of the Regular Council Meeting of December 5, 2016, January 9, 2017 and the Work Session Minutes of October 17, 2016.",Minutes,7 Aye,https://viennavadata.org/meeting/2017-01-30.html
2017-01-30,15972,Receipt of petitions and communications from the Public,Procedural,,https://viennavadata.org/meeting/2017-01-30.html
2017-01-30,15973,Reports/Presentations,Procedural,,https://viennavadata.org/meeting/2017-01-30.html
2017-01-30,15974,Report and Inquiries of Council Members,Procedural,,https://viennavadata.org/meeting/2017-01-30.html
2017-01-30,15975,Report of the Town Manager,Procedural,,https://viennavadata.org/meeting/2017-01-30.html
2017-01-30,15976,Report of the Mayor,Procedural,,https://viennavadata.org/meeting/2017-01-30.html
2017-01-30,15977,Proposals for Additional Items to the Agenda,Procedural,,https://viennavadata.org/meeting/2017-01-30.html
2017-01-30,15978,Closed Session,Procedural,7 Aye,https://viennavadata.org/meeting/2017-01-30.html
2017-01-30,15981,Regular Business,Procedural,,https://viennavadata.org/meeting/2017-01-30.html
2017-01-30,15984,Request to Procure Upgraded HD Encoder/Recorder for Granicus Archive Videos,Contracts & Purchasing,7 Aye,https://viennavadata.org/meeting/2017-01-30.html
2017-01-30,15987,"Request for approval of a Modification and Addendum to Contract IFB 16-04, construction contract with Keller Brothers Inc. for the Vienna Community Center renovation and expansion related to the substantial completion date and associated general conditions payment claims.",Parks & Recreation,7 Aye,https://viennavadata.org/meeting/2017-01-30.html
2017-01-30,15986,Request to approve additional FY17 spending with HD Supply.,"Budget, Taxes & Finance",7 Aye,https://viennavadata.org/meeting/2017-01-30.html
2017-01-30,15982,"Increase funds for Follin Lane Construction Contract with Jeffery Stack, Inc., IFB 16-02",Contracts & Purchasing,7 Aye,https://viennavadata.org/meeting/2017-01-30.html
2017-01-30,15983,Request to increase spending with Meridian Enterprise Office Solutions for scanning services,"Budget, Taxes & Finance",7 Aye,https://viennavadata.org/meeting/2017-01-30.html
2017-01-30,15985,Set a Public Hearing to amend General Fund and Water and Sewer Fund Budgets for Capital Lease Proceeds and Vehicle Purchases,"Water, Sewer & Stormwater",7 Aye,https://viennavadata.org/meeting/2017-01-30.html
2017-01-30,15992,Second Closed Session,Procedural,7 Aye,https://viennavadata.org/meeting/2017-01-30.html
2017-01-30,15989,Meeting Adjournment,Procedural,,https://viennavadata.org/meeting/2017-01-30.html
2017-01-30,15990,"THE TOWN OF VIENNA IS COMMITTED TO FULL COMPLIANCE WITH THE AMERICANS WITH DISABILITIES ACT STANDARDS. TRANSLATION SERVICES, ASSISTANCE OR ACCOMMODATION REQUESTS FROM PERSONS WITH DISABILITIES ARE TO BE REQUESTED NOT LESS THAN 3 WORKING DAYS BEFORE THE DAY OF THE EVENT. PLEASE CALL (703) 255-6304, OR 711 VIRGINIA RELAY SERVICE FOR THE HEARING IMPAIRED.",Procedural,,https://viennavadata.org/meeting/2017-01-30.html
2017-01-09,15920,"Invocation: Reverend Johnny Kurcina, Christ Church Vienna",Procedural,,https://viennavadata.org/meeting/2017-01-09.html
2017-01-09,15921,Pledge of Allegiance to the Flag of the United States of America,Procedural,,https://viennavadata.org/meeting/2017-01-09.html
2017-01-09,15922,Roll Call,Procedural,,https://viennavadata.org/meeting/2017-01-09.html
2017-01-09,15923,Approval of the Minutes:,Minutes,,https://viennavadata.org/meeting/2017-01-09.html
2017-01-09,15941,"Approval of the Minutes of the Regular Meeting of November 21, 2016.",Minutes,7 Aye,https://viennavadata.org/meeting/2017-01-09.html
2017-01-09,15924,Receipt of petitions and communications from the Public,Procedural,,https://viennavadata.org/meeting/2017-01-09.html
2017-01-09,15925,Reports/Presentations,Procedural,,https://viennavadata.org/meeting/2017-01-09.html
2017-01-09,15937,Presentation of Comprehensive Annual Financial Report,"Budget, Taxes & Finance",,https://viennavadata.org/meeting/2017-01-09.html
2017-01-09,15936,Presentation on Employee 457 Deferred Compensation Plan Conversion.,Governance & Administration,,https://viennavadata.org/meeting/2017-01-09.html
2017-01-09,15926,Report and Inquiries of Council Members,Procedural,,https://viennavadata.org/meeting/2017-01-09.html
